id,name,sort order,item type,properties,slots,level,effect,e value,fire,earth,water,wind,categories,equip size,character,HP,MP,ATK,DEF,SPD,Gather,Drop,Note,EN Name,EN Description,JA Name,JA Description
113,sand-crystal,64,Material,",",1,4,50,15,,1,,1,"sand,jewel,,",,",,,,,,,,,,,",,,,,,"eastern-sea-of-smoke,rotted-forest,trade-ship-graveyard,geofront,drifting-cemetery","salt-eater,sand-rat,",,Sand Crystal,"A solidification of the little sea water that still remained in the Dusk Sea. It shines like a gem, captivating the eye, but its brittleness makes it difficult to process into accessories.",砂晶石,黄昏の海の中に残ったかつての海水が凝固したもの。宝石のような輝きが目を惹くが、強度がなく装飾品としての加工は難しい
104,marble-rock-salt,65,Material,",",2,7,50,15,,1,1,,"natural,seasoning,sand,",,",,,,,,,,,,,",,,,,,"crystal-valley,hole-of-the-dead,,,","salt-eater,,",,Marble Rock Salt,"Rock salt with a mottled pattern. It's composed of a mixture of salt from sea water, and salt of the Dusk Sea.",マーブル岩塩,まだら模様の岩塩。正体は海水から生まれた塩と黄昏の海から生まれた塩とが混ざり合ったもの
12,stone-coral,66,Material,",",1,6,70,15,,1,1,,"animal,ore,antique,",,",,,,,,,,,,,",,,,,,"sandy-shore,green-desert,,,",",,",,Stone Coral,"When the blue oceans turned into the Dusk Sea, this coral retained its shape, being swallowed up in the sands. It is often used by artists as a symbol of the Dusk World.",石サンゴ,かつての青い海が黄昏の海へと姿を変えた際に、形を残したまま砂に呑み込まれ固まったサンゴ。黄昏の世界を象徴する存在として絵描きなどが求める
13,giant-triangular-fang,67,Material,"vitality-absorb,",2,5,90,20,,1,1,,"animal,ore,antique,",,",,,,,,,,,,,",,,,,,"eastern-sea-of-smoke,trade-ship-graveyard,cape-of-the-end,,",",,",,Giant Triangular Fang,"A beast's fang in a nearly perfect equilateral triangle shape. It's unknown what creature it came from. It's very sharp, but it's difficult to use as a weapon due to its size.",巨大な三角キバ,正三角形に近い獣のキバ。何の生物のものなのかは分からない。鋭利で切れ味は鋭いが、大き過ぎて武器などへの応用が難しい
14,giant-fossil,68,Material,",",3,7,80,20,1,1,,,"animal,ore,antique,mystery",,",,,,,,,,,,,",,,,,,"eastern-sea-of-smoke,rotted-forest,trade-ship-graveyard,crystal-valley,geofront",",,",,Giant Fossil,"A large petrified creature. Most of these are marine creatures, leading historians to suggest that the blue oceans were once very wide spread.",巨大生物の化石,大きな生き物が化石化したもの。そのほとんどは海洋生物であり、このことから歴史学者たちが、かつて広大な青い海が存在したことを示唆している
15,hundred-color-shell,69,Material,",",0,3,50,15,,,1,,"animal,,,",,",,,,,,,,,,,",,,,,,"crystal-valley,tunnel-of-plants,hidden-cave,,",",,",,Hundred Color Shell,"The colors of this shell change depending on how light hits it, hence the name. It's commonly given as a gift, making beautiful hair ornaments and brooches.",百色貝の貝がら,光の当たり方によって様々に色を変えることから、この呼称がつけられた百色貝の貝がら。髪飾りやブローチにして贈り物に
16,whale-whisker,70,Material,"damage-absorb-plus-plus,",2,12,60,15,,,1,,"thread,animal,,",,",,,,,,,,,,,",,,,,,"altar-of-spirits,path-to-the-altar,nomad-camp,the-furthest-village,","undertaker,,",,Whale Whisker,"The whisker of a sand whale from the Dusk Sea. It's both strong and soft, and is often used as a fishing line.",クジラのヒゲ,黄昏の海に適応した砂クジラのヒゲ。丈夫で柔らかいため、釣り糸として用いられたりもする
123,white-crest-fish,71,Material,",",2,1,50,15,,,1,,"fish,medic-ing,seasoning,",,",,,,,,,,,,,",,,,,,",,,,",",,",Fishing,White Crest Fish,A species of fish adapted to the Dusk Sea. It's named due to the wave crests that form when a school of these fish swim close to the water's surface. The fresh white meat is delicious whether it's boiled or baked.,白波魚,黄昏の海に適応した魚の一種。群れが砂の上を泳ぐさまが白波のように見えるためこう呼ばれる。さっぱりとした白身は煮ても焼いてもおいしく食べられる
126,butterfly-fish,72,Material,",",1,3,60,10,,,1,1,"fish,fuel,,",,",,,,,,,,,,,",,,,,,",,,,",",,",Fishing,Butterfly Fish,A species of fish adapted to the Dusk Sea. They move by jumping and gliding along the surface. Their fins are shaped like butterfly wings.,チョウチョウウオ,黄昏の海に適応した魚の一種。砂面を滑空するように跳びながら移動する。蝶の羽根のような胸のひれが特徴
129,balloon-fish,73,Material,",",2,5,40,25,1,,1,,"poison,,,",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",Fishing,Balloon Fish,"A species of fish adapted to the Dusk Sea. When threatened, they swell up their abdomens, hence the name. They are known for their deadly poison.",風船魚,黄昏の海に適応した魚の一種。外敵に襲われそうになると腹部を膨らませるためこう呼ばれる。猛毒を持っていることで知られる
124,smech,74,Material,",",3,6,70,20,,1,1,,"fish,mystery,,",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",Fishing,Smech,"A creepy fish that's very slimy to the touch. Its long hairs and fan-like tail fin are a few features. While edible, its smell is very strong, and it's difficult to prepare.",スーメック,ぬるぬるとした手触りが不気味な魚。長い髭と扇のような形の尾ビレが特徴。食べることもできるが、臭みが強く調理は難しい
125,fish-lord,75,Material,",",4,14,90,15,1,1,1,,"fish,medic-ing,elixir,",,",,,,,,,,,,,",,,,,,"geofront,green-desert,,,",",,",Fishing (high effect bait),Fish Lord,"The master of the neighboring waters. Its size, weight, strength, and everything else are on a completely different level from common fish. Only an expert angler could hope to catch it.",ぬし,界隈の水域のぬし。大きさ、重さ、力強さ、すべてが一般的な魚とは段違い。よほどの釣りの名手でなければ、釣り上げられない
17,nectar-springwater,76,Material,",",3,7,80,35,,,1,,"water,liquid,medic-ing,elixir",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",,Nectar Springwater,"Sweet spring water that has a bit of sugar in it. Water is already valuable enough in drought stricken regions, but its delicious taste gives it a very high price.",甘露の湧水,糖分を含んだ甘い湧き水。水涸れに悩む地域では極めて貴重な水分であり、その美味しさから高値で取引される
23,dry-wood-chips,77,Material,",",1,2,40,10,,1,,1,"lumber,fuel,,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,green-desert,lush-valley,,","tree-element,,",,Dry Wood Chips,"Dried wood chips. They catch fire easily, and are used for torches and kindling.",乾燥した木片,乾燥しきった木のかけら。火がつきやすく、たいまつや薪としても利用される
26,cactus-palm,78,Material,"destructive-power-up-plus,transfer-pp-7",0,0,50,5,1,1,1,1,"plant,vegetable,,",,",,,,,,,,,,,",,,,,,"land-of-fallen-stars,solice-trade-camp,,,","bitter-squirrel,flower-element,",,Cactus Palm,"A palm tree whose leaves are like cactus. The thorns covering the tree disperse the sun's light, playing a part in lowering its surface temperature.",サボテンヤシ,葉の部分がサボテンのようになっているヤシの木。万遍なく木を覆うトゲは日光を散乱させ、表面温度を下げるのに一役買っている
94,ultramarine-root,79,Material,"consumption-15,",2,9,60,20,,1,1,,"plant,vegetable,,",,",,,,,,,,,,,",,,,,,"heaven-s-vine,heaven-s-vine-sapling,heaven-s-vine-root-division,,",",,",,Ultramarine Root,"A plant root with a deep blue color. It's one of the few plants that contain blue pigments, and is often used for food coloring.",群青根,深い青色を持つ植物の根。植物の中で青色の色素を持つ数少ない品種で、食紅などにも利用される
32,gravistone,80,Material,"quick-use,",1,3,60,25,,,,1,"mystery,ore,,",,",,,,,,,,,,,",,,,,,"castle-of-mirages,filled-cave,,,","dinosaur,scissor-beast,",,Gravistone,"A special rock containing anti-gravity materials. Having a few of them will just cause them to float lightly, but with a large number of properly processed stones, they have the power to float anything.",グラビ石,反重力物質を含んだ特殊な石。少ない数ではフワフワと浮かぶ程度だが、正しく加工したものを大量に用意すれば、物体を浮かすほどの力がある
35,dark-iron-ore,81,Material,"attack-speed-enhance,",1,5,50,20,1,1,,,"ore,,,",,",,,,,,,,,,,",,,,,,"geofront,drifting-cemetery,hidden-forest,hole-of-the-dead,tunnel-of-plants","porter,abyss-moler,ghost-sect",,Dark Iron Ore,"Iron ore that radiates a dull black light. It's possible to remove the iron, but it's not very high quality.",黒鉄原石,黒く鈍い光を放つ鉄鉱石。鉄を取り出すことはできるが、あまり上質ではない
31,holinica-ore,82,Material,"attack-defense-enhance,",1,3,60,30,,1,,,"ore,,,",,",,,,,,,,,,,",,,,,,"castle-of-mirages,nomad-camp,forest-of-miracles,abandoned-factory,filled-cave","carrier,dry-blade,",,Holinica Ore,"Ore that can be purified into a special metal. It's widely processed into weapons, furniture, tools, and other things.",ホリニカ鉱石,特殊な金属を精製できる鉱石。武器、家具、工具などに幅広く加工される
28,leichester-meteorite-iron,83,Material,"time-effect,",2,7,70,20,,1,,1,"mystery,ore,,",,",,,,,,,,,,,",,,,,,"eastern-sea-of-smoke,sandy-ruins,rotted-forest,land-of-fallen-stars,","death-scissor,,",,Leichester Meteorite Iron,"Iron said to contain the power of magic. It's said to be fragments of fallen stars, and sold at a high price, but it doesn't look much different from ordinary rocks.",レスター隕鉄,魔法の力を含むと言われる鉄。降り注いだ星のかけらと言われ、一部では高額で取引されることもあるが、見た目は普通の石とそれほど変わらない
281,mountain-bird-feather,84,Material,"quick-use-plus,",1,2,60,15,,,,1,"animal,feather,,",,",,,,,,,,,,,",,,,,,"heaven-s-vine,castle-of-mirages,woods-of-eternal-night,,",",,",,Mountain Bird Feather,"A feather dropped by birds flying over the mountains. It's said in folklore that the cry of mountain birds will bring rain, and is often used in rain rituals and prayers.",山鳥の羽根,山を越えて飛ぶ鳥たちの落とした羽根。山鳥たちが騒ぐと雨が降るという民間伝承があり、雨乞いの道具としても使われる
80,wind-rider-feather,85,Material,",",3,11,80,30,,,,1,"thread,animal,feather,mystery",,",,,,,,,,,,,",,,,,,"heaven-s-vine,heaven-s-vine-sapling,geofront,,",",,",,Wind Rider Feather,A feather from birds that ride the winds to travel great distances. Migrating birds sometimes drop seeds of unknown plants around the city.,風乗り鳥の羽根,風に乗ってどこまでも遠くへと飛んでいく鳥たちの羽根。代わるがわるやってくる鳥たちは見知らぬ植物の種を街へ落としていくという
85,evergreen-leaf,86,Material,",",2,12,60,20,,,1,1,"plant,,,",,",,,,,,,,,,,",,,,,,"heaven-s-vine,heaven-s-vine-sapling,heaven-s-vine-root-division,seat-of-eternity,","green-element,,",,Evergreen Leaf,"A strange leaf that remains ever young, from the time the plant grows, to the time it dies. Even if the stem and roots are ruined, the leaves stay green.",常若の葉,植物が育ち、枯れるまで変わることなく瑞々しさを保つという変わった葉っぱ。茎や根が疲弊しても、葉だけは常に青々としている
86,glass-shards,87,Material,",",0,6,40,10,,1,1,,"synthesis,antique,ancient-relic,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,,,,","mirage-element,amethyst-rat,",,Glass Shards,"Fragments of broken glass. They're just broken pieces, so it's not worth anything as an item, but glass itself is fairly rare in the present day.",ガラスの欠片,欠けてしまったガラスの欠片。ただの破片でしかなく、品物としての価値はないが、現在ではガラス自体が稀少となっている
87,tsuchishinobi,88,Material,",",3,14,70,35,,1,,,"plant,,,",,",,,,,,,,,,,",,,,,,"herb-garden,woods-of-eternal-night,water-garden-of-origins,,",",,",,Tsuchishinobi,"A plant that hides and grows in the dirt. Since it's normally completely hidden in the ground, one must dig to find them.",土忍び,土の中に隠れて育つ植物。普段はすっぽりと地面に隠れているため、見つけるには土を掘り返す必要がある
88,old-treasure-chest,89,Material,",",0,0,30,30,,,,1,"lumber,ancient-relic,,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,spine-post,the-furthest-village,hidden-cave,","alchemy-rat,,",,Old Treasure Chest,"An old wooden treasure chest. There's nothing inside, but it could be taken apart and used as wood.",古ぼけた宝箱,古ぼけた木製の宝箱。中身は空っぽで何もないが、ばらせば木材として活用できる
